,CO2,LocationName,SensorUnit_ID,temperature,humidity
2017-10-01 00:00:00,595.0043912757847,ZGHD,1014,11.396666666666667,92.44080607096667
2017-10-01 00:30:00,597.01787880787,ZGHD,1014,11.325,91.77069091794999
2017-10-01 01:00:00,596.4870095351596,ZGHD,1014,11.24,91.0967610677
2017-10-01 01:30:00,598.7876394991699,ZGHD,1014,11.26,91.27573394775
2017-10-01 02:00:00,595.3663940500265,ZGHD,1014,11.29,91.06115722655
